Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85186392269,27962,00948276,19448007,,"Vegetation Phenological Differences Between Polar- and Equatorial-Facing Slopes in the Three Rivers Source Region, Tibetan Plateau",Ma D.,Geophysical Research Letters,2024-03-16,0,Journal,Article,e2023GL107316,51,10.1029/2023GL107316,Southwest Jiaotong University-Chengdu-China
85182437337,5600152809,17521416,17521424,,Optimal design and sizing of a hybrid energy system for water pumping applications,Amusan O.T.,IET Renewable Power Generation,2024-03-16,0,Journal,Article,,18,10.1049/rpg2.12937,University of Johannesburg-Johannesburg-South Africa
85188564961,21100281302,,21464553,,"The Nexus Between Remittances, Natural Resources, Economic Growth, Healthcare and Environmental Sustainability In CIS Countries",Kuziboev B.,International Journal of Energy Economics and Policy,2024-03-15,0,Journal,Article,,14,10.32479/ijeep.15491,Urgench State University-Urganch-UzbekistanxUniversity of Tashkent for Applied Sciences-Tashkent-Uzbekistan
85188350159,21100281302,,21464553,,"Environmental Management Accounting Information and Environmental Performance, the Mediating Effect of Environmental Decision Quality",Asa’d M.,International Journal of Energy Economics and Policy,2024-03-15,0,Journal,Article,,14,10.32479/ijeep.15487,"College of Business, Universiti Utara Malaysia-Sintok-Malaysia"
85188339791,21100281302,,21464553,,"Prospects of Solar Energy Exploration in Nigeria: Assessments, Economic Viability and Hybrid System",Idris W.O.,International Journal of Energy Economics and Policy,2024-03-15,0,Journal,Article,,14,10.32479/ijeep.14977,Universiti Malaysia Terengganu-Kuala Terengganu-Malaysia
85188301258,21100281302,,21464553,,"Green Tech and Human Dynamics: Transforming Indonesia’s Waste Industry with VR, AR, and Renewable Energy Innovations",Manurung J.S.,International Journal of Energy Economics and Policy,2024-03-15,0,Journal,Article,,14,10.32479/ijeep.15650,Politeknik Negeri Medan-Medan-Indonesia
85188281919,21100281302,,21464553,,Carbon Emissions Accounting Disclosure: An Empirical Analysis during the Covid-19 Pandemic Period in a Developing Country,Puspita M.E.,International Journal of Energy Economics and Policy,2024-03-15,0,Journal,Article,,14,10.32479/ijeep.15377,Universitas Diponegoro-Semarang-IndonesiaxSTIE AMA-Salatiga-Indonesia
85188211333,21100411756,24058440,,,Integrated water management practice in tropical peatland agriculture has low carbon emissions and subsidence rates,Fawzi N.I.,Heliyon,2024-03-15,0,Journal,Article,e26661,10,10.1016/j.heliyon.2024.e26661,IPB University-Bogor-IndonesiaxTay Juhana Foundation-North Jakarta-Indonesia
85188207278,21100411756,24058440,,,"Modelling the future climate impacts on hydraulic infrastructure development in tropical (peri-)urban region: Case of Kigali, Rwanda",Iradukunda P.,Heliyon,2024-03-15,0,Journal,Article,e27126,10,10.1016/j.heliyon.2024.e27126,University of Zambia-Lusaka-Zambia
85188178559,12091,16807316,16807324,,Measurement report: Atmospheric ice nuclei in the Changbai Mountains (2623g;mg;a.s.l.) in northeastern Asia,Sun Y.,Atmospheric Chemistry and Physics,2024-03-15,0,Journal,Article,,24,10.5194/acp-24-3241-2024,Shandong University-Jinan-China
85188177741,24499,10353712,14485494,,"Habitat loss and degradation reduce the abundance of the glossy grass skink, Pseudemoia rawlinsoni",Farquhar J.E.,Wildlife Research,2024-03-15,0,Journal,Article,WR23102,51,10.1071/WR23102,Monash University-Clayton-Australia
85188168192,19700201636,1838675X,18386768,,"Effects of biobased fertilisers on soil physical, chemical and biological indicators – a one-year incubation study",Wester-Larsen L.,Soil Research,2024-03-15,0,Journal,Article,SR23213,62,10.1071/SR23213,Københavns Universitet-Copenhagen-Denmark
85188166150,21100197156,18671381,18678548,,A novel infrared imager for studies of hydroxyl and oxygen nightglow emissions in the mesopause above northern Scandinavia,Dalin P.,Atmospheric Measurement Techniques,2024-03-15,0,Journal,Article,,17,10.5194/amt-17-1561-2024,Instiutet för rymdfysik-Kiruna-Sweden
85186759521,13550,08948755,15200442,,Impact of Extratropical Circulation in East Asia on Western North Pacific Tropical Cyclone Frequency and Intensity,Jin R.,Journal of Climate,2024-03-15,0,Journal,Article,,37,10.1175/JCLI-D-23-0436.1,China Meteorological Administration-Beijing-ChinaxAsia-Pacific Typhoon Collaborative Research Center-Shanghai-China
85186707172,13333,0038092X,,,Enhancing indoor thermal comfort and sustainability: A solar-driven desiccant cooling and adsorption chiller system with environmental impact assessment,Bozorgi M.,Solar Energy,2024-03-15,0,Journal,Article,112440,271,10.1016/j.solener.2024.112440,University of Guelph-Guelph-Canada
85186683069,23916,02697491,18736424,,Pleurotus ostreatus polysaccharide-mediated modulation of skin damage caused by microcystin-LR in tadpoles,Shu Y.,Environmental Pollution,2024-03-15,0,Journal,Article,123440,345,10.1016/j.envpol.2024.123440,"Institute of Hydrobiology, Chinese Academy of Sciences-Wuhan-ChinaxAnhui Normal University-Wuhu-China"
85186631412,13333,0038092X,,,Evaluation of the WRF-solar model for 72-hour ahead forecasts of global horizontal irradiance in West Africa: A case study for Ghana,Sawadogo W.,Solar Energy,2024-03-15,0,Journal,Article,112413,271,10.1016/j.solener.2024.112413,Universität Augsburg-Augsburg-Germany
85186599634,21101027517,25903330,25903322,,Impacts of warming on outdoor worker well-being in the tropics and adaptation options,Masuda Y.J.,One Earth,2024-03-15,0,Journal,Review,,7,10.1016/j.oneear.2024.02.001,Paul G. Allen Family Foundation-Seattle-United States
85186543035,21100411756,24058440,,,Assessing energy saving potential of wavelength-dependent passive daytime radiative cooler implemented with EnergyPlus by a roof model,Yang Y.,Heliyon,2024-03-15,0,Journal,Article,e26428,10,10.1016/j.heliyon.2024.e26428,Aarhus Universitet-Aarhus-Denmark
85186542551,25076,01476513,10902414,,Bacillus cereus G2 alleviate salt stress in Glycyrrhiza uralensis Fisch. by balancing the downstream branches of phenylpropanoids and activating flavonoid biosynthesis,Xiao X.,Ecotoxicology and Environmental Safety,2024-03-15,0,Journal,Article,116129,273,10.1016/j.ecoenv.2024.116129,Ningxia Medical University-Yinchuan-China
85186526688,21100411756,24058440,,,The effect of renewable energy on carbon emissions through globalization,Justice G.,Heliyon,2024-03-15,0,Journal,Article,e26894,10,10.1016/j.heliyon.2024.e26894,Taiyuan University of Technology-Taiyuan-China
85186360606,21100411756,24058440,,,New genetic resources for aphid resistance were identified from a newly developed wheat mutant library,Zulfiqar S.,Heliyon,2024-03-15,0,Journal,Article,e26529,10,10.1016/j.heliyon.2024.e26529,Pakistan Institute of Engineering and Applied Sciences-Islamabad-PakistanxNational Institute for Biotechnology and Genetic Engineering Pakistan-Faisalabad-Pakistan
85186270339,20744,00236438,,,Profiling of microbial populations present in ground beef and plant-based meat analogues,Li X.,LWT,2024-03-15,0,Journal,Article,115845,196,10.1016/j.lwt.2024.115845,"University of California, Davis-Davis-United States"
85186119017,16398,13858947,,,"Unleashing the contribution of nanoparticles in reforming Low-Carbon Solutions: Current Status, Trend, and prospects",Yeap S.P.,Chemical Engineering Journal,2024-03-15,0,Journal,Review,149655,484,10.1016/j.cej.2024.149655,UCSI University-Kuala Lumpur-Malaysia
85186115503,19167,09596526,,,Towards the production of net-negative greenhouse gas emission bio-based plastics from 2nd and 3rd generation feedstocks,Van Roijen E.,Journal of Cleaner Production,2024-03-15,0,Journal,Article,141203,445,10.1016/j.jclepro.2024.141203,College of Engineering-Davis-United States
85186105937,21100411756,24058440,,,"Effects of temperature anomaly on sperm quality: A multi-center study of 33,234 men",Xiao L.,Heliyon,2024-03-15,0,Journal,Article,e26765,10,10.1016/j.heliyon.2024.e26765,Shantou University Medical College-Shantou-China
85186093746,21100907125,,25890042,,Thermal acclimation uncovers a simple genetic basis of adaptation to high temperature in a cosmopolitan pest,You S.,iScience,2024-03-15,0,Journal,Article,109242,27,10.1016/j.isci.2024.109242,Fujian Agriculture and Forestry University-Fuzhou-ChinaxMinistry of Education of the People's Republic of China-Beijing-China
85186092955,21100411756,24058440,,,Optimal temperature and thermal tolerance of postlarvae of the freshwater prawn Cryphiops (Cryphiops) caementarius acclimated to different temperatures,Ferrer-Chujutalli K.,Heliyon,2024-03-15,0,Journal,Article,e25850,10,10.1016/j.heliyon.2024.e25850,Universidad Nacional del Santa-Chimbote-Peru
85186090389,25076,01476513,10902414,,Synthetic and natural rubber associated chemicals drive functional and structural changes as well as adaptations to antibiotics in in vitro marine microbiomes,Carlsen E.C.L.,Ecotoxicology and Environmental Safety,2024-03-15,0,Journal,Article,116134,273,10.1016/j.ecoenv.2024.116134,Universitetet i Oslo-Oslo-Norway
85185847472,19167,09596526,,,The impact of climate change on corporate ESG performance: The role of resource misallocation in enterprises,Li C.,Journal of Cleaner Production,2024-03-15,0,Journal,Article,141263,445,10.1016/j.jclepro.2024.141263,Minzu University of China-Beijing-China
85185841690,13550,08948755,15200442,,Multiple-Time-Scale Variations of the Record-Breaking Pre-Summer Rainfall over South China in 2022,Xiuzhen L.I.,Journal of Climate,2024-03-15,0,Journal,Article,,37,10.1175/JCLI-D-23-0586.1,Sun Yat-Sen University-Guangzhou-China
85185838323,13550,08948755,15200442,,A Potential Seasonal Predictor for Summer Rainfall over Eastern China: Spring Eurasian Snowmelt,Bei X.U.,Journal of Climate,2024-03-15,0,Journal,Article,,37,10.1175/JCLI-D-23-0428.1,Jinling Institute of Technology-Nanjing-ChinaxHohai University-Nanjing-China
85185836709,13550,08948755,15200442,,The Physics behind Precipitation Onset Bias in CMIP6 Models: The Pseudo- Entrainment Diagnostic and Trade-Offs between Lapse Rate and Humidity,Emmenegger T.,Journal of Climate,2024-03-15,0,Journal,Article,,37,10.1175/JCLI-D-23-0227.1,"University of California, Los Angeles-Los Angeles-United States"
85185836277,13550,08948755,15200442,,Future Changes in the Intensity and Duration of Marine Heat and Cold Waves: Insights from Coupled Model Initial-Condition Large Ensembles,Deser C.,Journal of Climate,2024-03-15,0,Journal,Article,,37,10.1175/JCLI-D-23-0278.1,National Center for Atmospheric Research-Boulder-United States
85185836089,19167,09596526,,,Temporal considerations in life cycle assessments of wooden buildings: Implications for design incentives,Andersen C.E.,Journal of Cleaner Production,2024-03-15,0,Journal,Article,141260,445,10.1016/j.jclepro.2024.141260,Aalborg University-Aalborg-Denmark
85185828626,19167,09596526,,,Do carbon prices Spill over to inflation? Multiscale evidence from China,Xu Y.,Journal of Cleaner Production,2024-03-15,0,Journal,Article,141225,445,10.1016/j.jclepro.2024.141225,Beihang University-Beijing-China
85185827780,26239,02773791,,,Holocene southwest Greenland ice sheet behavior constrained by sea-level modeling,Antwerpen R.,Quaternary Science Reviews,2024-03-15,0,Journal,Article,108553,328,10.1016/j.quascirev.2024.108553,Lamont-Doherty Earth Observatory-Palisades-United States
85185826736,19167,09596526,,,Discussion on key issues of carbon footprint accounting for wool products,Li X.,Journal of Cleaner Production,2024-03-15,0,Journal,Review,141336,445,10.1016/j.jclepro.2024.141336,Zhejiang Sci-Tech University-Hangzhou-China
85185158955,18795,00431354,18792448,,Human-induced homogenization of microbial taxa and function in a subtropical river and its impacts on community stability,Liu L.,Water Research,2024-03-15,0,Journal,Article,121198,252,10.1016/j.watres.2024.121198,Fuzhou University-Fuzhou-China
85185151170,13985,00310182,,,"Climatic fluctuations over the Holocene in southern Iberia (Sierra Nevada, Spain) reconstructed by fossil cladocerans",López-Blanco C.,"Palaeogeography, Palaeoclimatology, Palaeoecology",2024-03-15,0,Journal,Article,111989,638,10.1016/j.palaeo.2023.111989,Universidad de Granada-Granada-Spain
85184991537,26239,02773791,,,Reconstructed seasonality during the Mid Piacenzian Warm Interval and early Pleistocene cooling as recorded by growth temperatures from Mercenaria shells,Braniecki G.F.N.,Quaternary Science Reviews,2024-03-15,0,Journal,Article,108524,328,10.1016/j.quascirev.2024.108524,The University of North Carolina at Chapel Hill-Chapel Hill-United States
85184922087,18795,00431354,18792448,,"Impact of hydrological drought occurrence, duration, and severity on Murray-Darling basin water quality",Athukoralalage D.,Water Research,2024-03-15,0,Journal,Article,121201,252,10.1016/j.watres.2024.121201,The University of Adelaide-Adelaide-Australia
85184886465,13985,00310182,,,"Life in an Artinskian (Cisuralian) Permian megacaldera: Benthic palaeoecology in the shadow of the Bolzano Supervolcano (Athesian Volcanic District, Italy)",Baucon A.,"Palaeogeography, Palaeoclimatology, Palaeoecology",2024-03-15,1,Journal,Article,112027,638,10.1016/j.palaeo.2024.112027,Università degli Studi di Genova-Genoa-ItalyxGeology Office-Idanha-a-Nova-PortugalxMuseum of Nature South Tyrol-Bolzano-Italy
85184840399,29359,03787788,,,Performance of solar-ice slurry systems for residential buildings in European climates,Arenas-Larrañaga M.,Energy and Buildings,2024-03-15,0,Journal,Article,113965,307,10.1016/j.enbuild.2024.113965,Basque Research and Technology Alliance (BRTA)-Mendaro-SpainxUniversidad del Pais Vasco-Leioa-Spain
85184835530,25349,00489697,18791026,,Quality matters: Response of bacteria and ciliates to different allochthonous dissolved organic matter sources as a pulsed disturbance in shallow lakes,Yalçın G.,Science of the Total Environment,2024-03-15,0,Journal,Article,170140,916,10.1016/j.scitotenv.2024.170140,Middle East Technical University (METU)-Ankara-Turkey
85184825711,23916,02697491,18736424,,Recent advances in ambient-stable black phosphorus materials for artificial catalytic nitrogen cycle in environment and energy,Yang T.,Environmental Pollution,2024-03-15,0,Journal,Review,123522,345,10.1016/j.envpol.2024.123522,Suzhou University of Science and Technology-Suzhou-China
85184802796,25720,03781127,,,"Satellite-detected decreases in caribou lichen cover, Cladonia (Cladina) spp., over Eastern Canada during the last three decades",He L.,Forest Ecology and Management,2024-03-15,0,Journal,Article,121753,556,10.1016/j.foreco.2024.121753,Canada Centre for Mapping and Earth Observation-Ottawa-Canada
